n_samples,adjustment_set,mean,variance,mse,n_success,n_rep
4000,"['lai_1', 'lai_3', 'meldug_3', 'middel_3', 'mikro_3']",-0.0005102672238938511,0.0004356972315553164,0.00043595760419509673,100,100
4000,"['lai_1', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_3']",-0.0017909954291985364,0.0004516878526427512,0.00045489551727016125,100,100
4000,"['lai_1', 'lai_3', 'meldug_3', 'middel_3']",0.0016663034780543201,0.00048413362898546694,0.00048691019626644283,100,100
4000,"['lai_1', 'lai_3', 'meldug_3', 'middel_3', 'mikro_2']",0.0020541765194756353,0.0004932480775985696,0.0004974677187717345,100,100
4000,"['lai_1', 'lai_2', 'meldug_3', 'middel_3', 'mikro_3']",-0.0014432470611785164,0.000493617757527875,0.0004957007196074753,100,100
4000,"['lai_1', 'lai_2', 'meldug_3', 'middel_3', 'mikro_2', 'mikro_3']",-0.001367433104895844,0.0005028923522801272,0.0005047622255764922,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_3', 'middel_3', 'mikro_2', 'mikro_3']",-0.0016721136473805914,0.0005625213963955664,0.0005653173604453229,100,100
4000,"['lai_1', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3']",-0.0004441399637892507,0.0005744753202708871,0.0005746725805783219,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_3', 'middel_3', 'mikro_3']",-0.0010085467309563572,0.0006155195645927342,0.000616536731101257,100,100
4000,"['lai_1', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2']",0.0007698291485106162,0.000617852059697069,0.0006184446966149656,100,100
4000,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2', 'mikro_3']",-0.002257917943775586,0.0006612959282205341,0.0006663941216613578,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2', 'mikro_3']",-0.00239841382151087,0.0007155009954171986,0.000721253384276413,100,100
4000,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_3']",-0.002684930118773253,0.0007532931794910361,0.0007605020292337319,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_3']",-0.003024246285375206,0.0007806433932263964,0.0007897894588210021,100,100
4000,"['lai_1', 'lai_2', 'meldug_3', 'middel_3']",-0.00021394564218451596,0.0007980985630811818,0.0007981443358189916,100,100
4000,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2']",0.0007933499660867427,0.0008411294971493253,0.0008417589013180152,100,100
4000,"['lai_1', 'lai_2', 'meldug_3', 'middel_3', 'mikro_2']",0.0009766246658094618,0.0008567905799181489,0.0008577443756560164,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_3', 'middel_3', 'mikro_2']",0.0011156081749688724,0.0008746101672377991,0.0008758547488378564,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_3', 'middel_3']",-0.00035013409968946306,0.0008749238883584171,0.0008750464822461824,100,100
4000,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3', 'middel_3']",-0.001451714988887346,0.0009269117386691285,0.0009290192150780887,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3', 'mikro_2']",0.0005713706521051798,0.000944293225553155,0.000944619689975242,100,100
4000,"['lai_2', 'lai_3', 'meldug_3', 'mikro_3']",0.0006999592111347352,0.0009464651800425241,0.0009469551229397765,100,100
4000,"['lai_3', 'meldug_3']",0.0025156267570173776,0.0009552429788316472,0.0009615713568122689,100,100
4000,"['lai_3', 'meldug_3', 'mikro_2', 'mikro_3']",0.0011792094208946408,0.0009609401265243856,0.0009623306613827122,100,100
4000,"['lai_2', 'meldug_3', 'mikro_2', 'mikro_3']",0.0023770201161796454,0.0009632256479623473,0.00096887587259507,100,100
4000,"['lai_2', 'meldug_3', 'mikro_3']",0.0011603083098948835,0.0009642158911302878,0.0009655622065042989,100,100
4000,"['meldug_3', 'mikro_3']",0.002962181733696738,0.0009738388703899515,0.0009826133910133981,100,100
4000,"['lai_3', 'meldug_3', 'mikro_3']",0.0009971719901586578,0.0009760572149828232,0.0009770515669607802,100,100
4000,"['lai_2', 'lai_3', 'meldug_3', 'mikro_2', 'mikro_3']",0.001878337020681849,0.0009802274037552527,0.0009837555537185168,100,100
4000,"['meldug_3', 'mikro_2', 'mikro_3']",0.0037859557854233346,0.0009816669479492685,0.000996000409158449,100,100
4000,"['lai_2', 'meldug_3']",0.0028484545228598663,0.0009941051130051986,0.0010022188061739996,100,100
4000,"['lai_2', 'lai_3', 'meldug_3']",0.0012960914902554682,0.001011325035600221,0.0010130048887513337,100,100
4000,"['meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",-0.0024066920864574707,0.0010199296027123834,0.0010257217695114004,100,100
4000,"['lai_2', 'meldug_3', 'mikro_2']",0.0013213895479188798,0.0010244622585961931,0.0010262083289335423,100,100
4000,"['lai_3', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",-0.0006830952929608497,0.0010319480686379178,0.0010324146878171831,100,100
4000,"['lai_3', 'meldug_3', 'mikro_2']",0.0018196809810202723,0.0010343649691032634,0.0010376762079759502,100,100
4000,"['lai_2', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",-0.00127841283178678,0.0010489474589492741,0.0010505817983177512,100,100
4000,"['lai_1', 'meldug_3', 'mikro_2', 'mikro_3']",0.0063590550464967584,0.0010856990728787342,0.00112613665396311,100,100
4000,"['lai_2', 'lai_3', 'meldug_3', 'mikro_2']",0.0009489976878377793,0.0010867812731280787,0.0010876818697396003,100,100
4000,"['lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",-0.0004962615564659534,0.0010980646318797956,0.0010983109074122217,100,100
4000,"['lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_3']",-0.0005665793092974592,0.0011064261687984615,0.0011067471809121856,100,100
4000,"['meldug_2', 'meldug_3', 'mikro_3']",-0.0015011306933866136,0.0011122077384923897,0.001114461131851017,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'middel_3']",-0.00169350889043622,0.0011124623658277562,0.0011153303381897426,100,100
4000,"['lai_1', 'meldug_2', 'meldug_3', 'mikro_3']",-0.0028020568221189712,0.001116977955760966,0.0011248294781953494,100,100
4000,"['lai_3', 'meldug_2', 'meldug_3', 'mikro_3']",-0.00040752758885957365,0.0011182262111319242,0.0011183922898676058,100,100
4000,"['lai_2', 'meldug_2', 'meldug_3', 'mikro_3']",-0.0008264492769009197,0.0011243610258922603,0.0011250440442995503,100,100
4000,"['lai_1', 'meldug_3', 'mikro_3']",0.004870176755666135,0.0011587411005763893,0.0011824597222078199,100,100
4000,"['lai_1', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",-0.0034845859590008784,0.0011605770936760863,0.0011727194329817525,100,100
4000,"['lai_2', 'meldug_2', 'meldug_3']",-0.0006417432229631159,0.001183621733338311,0.00118403356770253,100,100
4000,"['lai_3', 'meldug_2', 'meldug_3', 'mikro_2']",-0.0010507298940313937,0.0011865468907725151,0.0011876509240827263,100,100
4000,"['lai_3', 'meldug_2', 'meldug_3']",0.0003944343335511463,0.00118764751317536,0.001187803091618844,100,100
4000,"['lai_2', 'lai_3', 'meldug_2', 'meldug_3']",-0.00038150978647709556,0.0012070306963961345,0.0012071762461133124,100,100
4000,"['lai_2', 'meldug_2', 'meldug_3', 'mikro_2']",-0.0016070151332755022,0.0012156460403584663,0.0012182285379970428,100,100
4000,"['lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_2']",-0.0012875072305761305,0.0012368402526579864,0.0012384979275267723,100,100
4000,"['lai_1', 'lai_3', 'meldug_3', 'mikro_3']",0.004523359387573218,0.001414906869313569,0.0014353676494627157,100,100
4000,"['lai_1', 'lai_3', 'meldug_3', 'mikro_2', 'mikro_3']",0.0050871554164810505,0.0014704049109622367,0.0014962840611936691,100,100
4000,"['lai_1', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_3']",-0.0015461867109944332,0.0014916772060673965,0.0014940678994126522,100,100
4000,"['lai_1', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",-0.000769277721188727,0.0016542472833585582,0.0016548390715708755,100,100
4000,"['lai_1', 'lai_3', 'meldug_3', 'mikro_2']",0.0031908736609789325,0.0016556515342481153,0.0016658332089684444,100,100
4000,"['lai_1', 'lai_3', 'meldug_3']",0.002000385220092888,0.0016568901609655205,0.0016608917019942865,100,100
4000,"['lai_1', 'lai_3', 'meldug_2', 'meldug_3']",-0.0013878605072613305,0.0016848750595057512,0.0016868012162933668,100,100
4000,"['lai_1', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_2']",-0.0024279268851525497,0.001756006276888824,0.0017619011058484706,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_3', 'mikro_3']",0.0035563040437878763,0.0024883175212423126,0.0025009648196941746,100,100
4000,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3']",-0.0018840127893217124,0.002582475157962941,0.002586024662153269,100,100
4000,"['lai_1', 'lai_2', 'meldug_3', 'mikro_3']",0.0006724011793738843,0.002596140747002249,0.002596592870348272,100,100
4000,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3', 'mikro_3']",-0.002254923822768955,0.002618871421103621,0.0026239561025501123,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_2']",0.0009265365416803479,0.0027776669905239183,0.0027785254604869875,100,100
4000,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",0.0013705015594833074,0.002807956133257426,0.002809834407781972,100,100
4000,"['lai_1', 'lai_2', 'meldug_2', 'meldug_3', 'mikro_2']",0.0014612956809722493,0.0028180716577928095,0.0028202070428600375,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_3', 'mikro_2', 'mikro_3']",0.0012866700400665388,0.0028259706571215743,0.002827626176913579,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_2', 'mikro_3']",0.0021986389572683884,0.002936210688845154,0.002941044702109572,100,100
4000,"['lai_1', 'lai_2', 'meldug_3', 'mikro_2', 'mikro_3']",-0.0005126097136983859,0.002937735103321494,0.002937997872040072,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_3', 'mikro_2']",0.0030924294079251796,0.003024002817165303,0.0030335659368083035,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3', 'mikro_3']",0.0016280797090739302,0.0030781530129277324,0.0030808036564668306,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_2', 'meldug_3']",0.0006656955210427445,0.003224227207862711,0.0032246703583894473,100,100
4000,"['lai_1', 'lai_2', 'meldug_3', 'mikro_2']",0.0006207273978526062,0.0033312487137165583,0.003331634016219003,100,100
4000,"['lai_1', 'lai_2', 'lai_3', 'meldug_3']",0.002871603329737831,0.0034557181784520175,0.003463964284135379,100,100
4000,"['lai_1', 'lai_2', 'meldug_3']",-0.0007860879470206145,0.0037049922294484605,0.0037056101637089117,100,100
